reviewerID,reviewerName,date(YYYYMMDD),reviewCount,Avgrating,avg_wordcount,sum_helpful_votes,sum_unhelpful_votes,overall_helpfulness
A11FTACZ2S9IOS,Crank,20050323,22,4.2727272727272725,76.27272727272727,53,42,11
A11FX8HL2ANK6T,Peter Suslock,20120127,60,4.65,411.8333333333333,588,19,569
A11HD68D6QXXQ6,Tebowned,20121015,31,4.451612903225806,69.0,5,2,3
A11I1I9QLMAM1A,S. Power,20051109,185,4.481081081081081,183.21621621621622,740,171,569
A11IHV8N5A8IC7,Derek D. Bergey,20081019,23,4.695652173913044,191.43478260869566,43,31,12
A11INIL2YFJ137,Chris,20090109,28,4.75,68.53571428571429,4,1,3
A11INR8WEB20VM,Gaffer,20100730,22,4.2727272727272725,99.77272727272727,7,2,5
A11IXJ8M1JO296,"MK Reagan ""Mary Kay""",20030208,53,4.226415094339623,85.66037735849056,51,14,37
A11JI4CX8C84OT,JOHN,20130812,25,3.68,136.0,19,6,13
A11K70GWSB7A5Z,Nicole Del Sesto,20091119,25,3.8,150.36,47,18,29
A11KQADBYE0UZL,GLIverson,20100828,49,4.653061224489796,229.9387755102041,35,15,20
A11KZ906QD08C5,"Bill McLean ""Trust But Verify""",20050429,184,4.440217391304348,156.42391304347825,580,181,399
A11LIFTP3X8SVP,VLAD DIDENKO,20100101,21,3.4761904761904763,69.0,33,4,29
A11LNPG39A2ZV4,Kristi Swede,20060916,47,4.276595744680851,151.40425531914894,110,18,92
A11N9M2212IPJ,Lawrence Blankenship,20130403,28,4.857142857142857,34.607142857142854,5,23,-18
A11NR4AJK9TNQM,"jaldeborgh ""jaldeborgh""",20080623,37,4.405405405405405,130.8108108108108,74,22,52
A11NX5C797F7XV,Hector Martin Yanez Banos,20050921,28,4.5,176.35714285714286,81,14,67
A11O09HFDUW1IJ,"Joseph Bejm ""JB""",20090224,25,4.2,128.2,23,26,-3
A11OH777695MM7,smaw51,20120615,26,4.5,70.23076923076923,34,20,14
A11OO9FDOGHXC5,vodkachicken,20110212,22,3.9545454545454546,104.68181818181819,40,12,28
A11OQUV1ZI2MT2,Soccer Mom,20100904,23,4.6521739130434785,204.0,28,17,11
A11OTLEDSW8ZXD,CGScammell,20070216,85,4.247058823529412,166.54117647058823,184,58,126
A11P105WVK5240,"Bocaboy ""BocaBoy""",20020225,51,4.607843137254902,332.1764705882353,721,59,662
A11QD9H9KTEK45,"John D. Biggs ""tech guru""",20091113,33,4.303030303030303,110.36363636363636,114,14,100
A11R5VW7IM6ISQ,Sonoma's Davey,20060606,46,4.3478260869565215,182.7173913043478,127,11,116
A11S4NOJZGS28Q,Maury Swoveland,20081130,25,4.64,105.8,44,7,37
A11SPSEM08VIXX,"Carbonadam ""Ladies and gentleman, I hope that...",20060823,45,4.155555555555556,223.06666666666666,320,73,247
A11SWG9T60IQH8,Turtles all the Way Down,20081017,28,4.5,196.17857142857142,121,30,91
A11T3KV9PJQ5NI,"Lowrider ""lowrider""",20080507,23,3.9130434782608696,144.2608695652174,13,7,6
A11T7CEFCSAM9W,"PC ""Sleepless in LA""",20020724,35,4.228571428571429,89.62857142857143,162,30,132
A11T807LX2EF00,Michael,20050615,89,4.561797752808989,206.57303370786516,1634,115,1519
A11ULAZ4B5ZXC8,Wayne,20120128,51,4.921568627450981,47.09803921568628,13,5,8
A11V0UD681NIWR,Howard,20120723,22,4.590909090909091,63.13636363636363,6,2,4
A11V3GPODBXN7C,,20120404,22,4.681818181818182,39.04545454545455,6,5,1
A11V9E4044WFNK,"LesB ""Les Borean""",20110816,22,4.2272727272727275,106.0,20,7,13
A11VI2ORDN0AHS,Ponch,20120910,25,4.64,36.0,4,3,1
A11XAIFA10G7TS,"Holly ""Book addict""",20060123,21,4.238095238095238,240.85714285714286,134,3,131
A11XDU6CI6OT4I,"J. Saenz ""JMS""",20070622,27,3.5925925925925926,203.62962962962962,57,12,45
A11Y478PJDW2QV,"R. Walker ""rw266""",20060124,28,3.25,83.25,29,26,3
A11YIHB6IW352W,Theodore J. Jackson Sr.,20040827,51,4.607843137254902,88.70588235294117,22,12,10
A11YOTONCPRQ9S,P.L.,20071211,61,3.3278688524590163,146.78688524590163,412,135,277
A11YUCEJ399PHL,Boomer,20100331,25,4.68,178.84,29,10,19
A120BPRX233DLL,"Greg ""smitz0327""",20080406,35,4.4,148.4,67,10,57
A120KBT5UAQEZP,"Wayne Paterson ""allpar2""",20050721,26,3.576923076923077,103.38461538461539,89,23,66
A121QRWXZIO6UP,Jarrett Venturini,20120530,22,4.590909090909091,179.0,12,1,11
A122SFGLAHQLSJ,Menthol Rum,20070921,31,4.419354838709677,215.96774193548387,22,11,11
A123E03CA53CHJ,Ben,20140708,22,5.0,5.7272727272727275,2,0,2
A1247LFDYISISU,Voyager,20050707,25,3.72,147.6,205,18,187
A124WZCUIH2T7W,G. Mortillaro,20080421,44,4.454545454545454,129.04545454545453,158,24,134
A125Y2G5B1CXSX,"J. Chinn ""Movie Guy""",20061204,23,4.478260869565218,115.0,181,21,160
A1274QVFP1YDOS,RichCastillo,20110421,27,4.185185185185185,175.14814814814815,78,10,68
A127GZ51PD786F,B. Snelgrove,20120102,26,4.115384615384615,71.88461538461539,5,2,3
A127P8A5QQ05KN,Austin David,20040128,29,4.620689655172414,77.65517241379311,49,11,38
A128K4SSWJGSKL,kids_bus_driver,20070801,27,4.481481481481482,65.48148148148148,42,7,35
A1291T1FHJ0CQP,Grenik,20120326,34,4.352941176470588,103.61764705882354,16,1,15
A1298BZY33NTYV,Seetz,20100902,21,4.285714285714286,55.57142857142857,6,4,2
A12ANFNOSMW5VD,"Penfist ""Dulce bellum inexpertis""",20060628,47,3.9574468085106385,153.95744680851064,248,47,201
A12B7ZMXFI6IXY,"Hyoun Kim ""Faluzure""",20110325,46,4.891304347826087,463.1304347826087,2767,113,2654
A12C7XYE27B7KK,Newbie,20120703,22,4.590909090909091,42.77272727272727,2,0,2
A12DHI42CBTWFS,"LegalEagle ""JS""",20090315,29,4.241379310344827,141.13793103448276,20,7,13
A12DLJESJKM1OQ,Roy Chan,20030223,42,4.5,270.8809523809524,1281,114,1167
A12DQZKRKTNF5E,Andrea Polk,20060716,216,4.25462962962963,505.52314814814815,3732,288,3444
A12E0Y0J6584RT,Seanna,20080830,40,4.9,245.4,110,25,85
A12E0Y64P3KT1K,Amazon Customer,20110109,35,4.514285714285714,215.22857142857143,63,11,52
A12ENBT314RFXR,Patricia Gray,20100219,34,4.352941176470588,215.14705882352942,312,54,258
A12EVK82QUTSA6,Allen C. Huffman,20061103,68,4.426470588235294,334.5,237,18,219
A12G8WFVFU2RGO,J. Dubberly,20110412,41,4.7073170731707314,91.2439024390244,36,21,15
A12GIOKE26ZFKJ,Cutie,20131223,31,4.838709677419355,29.225806451612904,2,1,1
A12GKGLR2L4MZY,Cody,20131202,38,4.657894736842105,145.05263157894737,103,14,89
A12GUH9ZJ59KII,Rock Star,20120809,26,4.846153846153846,57.84615384615385,22,1,21
A12HAL61YXO21B,David Ludwig,20120625,27,4.703703703703703,86.37037037037037,57,6,51
A12HDYS3EUBZ9O,"Meg ""Meg's Bazaar""",20060407,21,4.761904761904762,219.66666666666666,6,3,3
A12HGA7UPD8PFO,"Belinda J. J. Enkins ""BJJ""",20080930,27,4.62962962962963,35.148148148148145,9,5,4
A12HP7HJIZHQUG,"SigmaSpace ""SigmaSpace""",20081011,26,4.5,95.92307692307692,48,7,41
A12HSKDDMR61WR,WarWagon,20040323,22,4.318181818181818,97.04545454545455,74,11,63
A12HYI8Q6T54SA,David,20110321,29,4.620689655172414,58.37931034482759,6,1,5
A12I1E0HR3BKY7,Performance Emulation,20071211,28,4.5,60.964285714285715,8,2,6
A12JSZZF5BFKX2,L. Moskowitz,20071018,30,3.8666666666666667,169.93333333333334,61,10,51
A12JYLOG4UMP77,NDS,20060325,22,3.5454545454545454,93.27272727272727,36,15,21
A12KD20K7PS9NI,Waylone,20080919,22,4.681818181818182,73.4090909090909,14,5,9
A12LH2100CKQO,God is a refuge for us (Psalms 62:8),20080502,42,4.761904761904762,241.45238095238096,182,13,169
A12LTYDEZDUEIV,Neutralist,20120110,27,4.2592592592592595,218.22222222222223,76,15,61
A12MFMZAN6GN9W,"Insite4U ""insight4u""",20100127,21,4.809523809523809,75.9047619047619,27,5,22
A12N91QD1JLZPP,Eric Herrera,20130702,21,4.714285714285714,237.76190476190476,48,2,46
A12NOROCXAPTU5,"Paul Bonaddio(Castropa531) ""PrB""",20110824,25,4.48,176.32,43,14,29
A12NQ4LG22NC7V,Rafael B,20111020,28,4.142857142857143,133.32142857142858,19,5,14
A12O5SEIF162P8,"William A. Nolan ""freeholder""",20051226,48,4.645833333333333,178.97916666666666,538,24,514
A12OGABSUH6XVH,proactivens,20111011,24,4.0,42.416666666666664,7,4,3
A12R3YGEHW7D8G,Faxanadu,20120309,71,4.352112676056338,103.95774647887323,205,20,185
A12S8UQEIPZJKE,Kay S.,20100916,26,4.3076923076923075,210.46153846153845,35,10,25
A12SSZIN555FTL,A. M. Steiner,20060218,31,4.838709677419355,114.48387096774194,150,19,131
A12THZQ2TV33KZ,"James Mccarty ""expose""",20120124,26,4.5,174.19230769230768,129,13,116
A12UIM7OU6PFQ5,psuarmy,20121009,23,4.3478260869565215,70.1304347826087,8,1,7
A12WV3TL2PXS5Q,chris,20120731,21,4.761904761904762,28.523809523809526,4,0,4
A12WY0ZDGVOZQS,Philip Johnson,20120712,24,3.5833333333333335,145.33333333333334,73,48,25
A12XHV9C0P6W6K,J. Silvia,20100121,21,4.380952380952381,79.9047619047619,43,8,35
A130VGG4P4PW5J,"SirTaz ""Geniebugged""",20091214,21,4.571428571428571,79.14285714285714,21,60,-39
A131E28H6DRH61,Jimmy M.,20120202,29,4.724137931034483,65.51724137931035,32,5,27
A131EK7QBO1PBE,Traveller,20060101,25,3.8,88.8,152,42,110
A1328E7Y9FJNGP,M. Dowdie,20070705,26,3.576923076923077,246.42307692307693,128,28,100
A132CBT7KF85K9,"Yogi Moore ""YogiM""",20071229,41,3.341463414634146,173.09756097560975,167,63,104
A132ETQPMHQ585,"DonnaSays ""Amazon makes my Life easy!""",20090203,36,4.222222222222222,30.166666666666668,28,15,13
A132L0QWXE6B1,Greg,20120803,24,4.666666666666667,42.458333333333336,2,2,0
A134HFABW6BMZL,Pericombobulation53,20091019,23,4.043478260869565,432.39130434782606,57,8,49
A134KTZ5BGOOXA,Mal-2,20070627,27,3.888888888888889,288.5925925925926,309,33,276
A134ZZ342PLBDG,"D. Casey ""dmek69""",20020617,23,4.3478260869565215,70.04347826086956,14,3,11
A135NKWPQW8SAM,Harry Joseph,20110225,21,4.333333333333333,369.95238095238096,93,5,88
A13700AF4X40YG,Loves Books in MD,20081217,41,4.536585365853658,257.6341463414634,90,18,72
A137T44OPXY2I2,Ron,20070419,41,4.390243902439025,58.80487804878049,26,7,19
A137YN42MHHIVX,Rob S.,20030731,25,3.88,233.8,477,66,411
A13A943ZWQVT0Z,"A. Gordon ""A. Gord.""",20070806,22,3.4545454545454546,150.4090909090909,38,13,25
A13A9XV81EQF30,MJH-64,20140322,21,4.714285714285714,84.47619047619048,1,0,1
A13BX9O5UDBILC,Jong Lee,20050125,68,4.088235294117647,66.44117647058823,238,58,180
A13D4AOJLCKNSY,"Yakov Gorodnitsky ""YG""",20120613,21,3.5238095238095237,132.0,72,14,58
A13DOL9CW84I1C,Daniel Nguyen,20071231,28,4.25,98.89285714285714,87,61,26
A13DV467DOBP5Z,"Daniel Haworth ""Flechmen Foxwood""",20110127,22,3.8636363636363638,208.5909090909091,20,3,17
A13EQE9EY2ET93,Jaime Moreno,20061221,55,3.981818181818182,239.3272727272727,100,31,69
A13H2ZRENPV9E,Prof. Crayzee,20071204,46,3.5869565217391304,199.58695652173913,349,53,296
A13H5US9Z7L9M7,K.Wagner,20080209,24,4.166666666666667,201.20833333333334,97,22,75
A13HUE4D2KGH8O,sn315on,20070614,32,5.0,105.53125,49,5,44
A13I8I03W1SYPD,"Hammy Technoid ""5.1 junky""",20071224,26,4.461538461538462,123.96153846153847,22,4,18
A13IGL87IS7LHI,"Leonardo Reyes Perez ""LeRe""",20090522,29,4.344827586206897,55.37931034482759,21,22,-1
A13IKQCJKFAP5S,applegd07,20121219,24,4.416666666666667,53.625,4,2,2
A13INHN7UX7JY5,BostonAaron,20040606,22,4.0,249.36363636363637,198,23,175
A13JB1PC2F89MY,George Mitchell,20081129,24,4.666666666666667,51.125,20,4,16
A13KG9WCWFDKOK,"xgalaxy ""xgalaxy""",20090102,21,3.8095238095238093,161.52380952380952,62,47,15
A13KUKTVB3HOCT,JK,20110307,22,4.590909090909091,91.18181818181819,60,2,58
A13KWW61P2MNL1,Jess Newcomb,20111221,22,4.863636363636363,32.09090909090909,8,8,0
A13L45CSY7TEQZ,ndrwum,20130805,22,4.045454545454546,21.363636363636363,1,2,-1
A13L6AIY06ZE7B,Jim,20120830,21,4.380952380952381,67.33333333333333,6,5,1
A13LA6WF3JLEZR,Zulfiqar Ali Naushad,20070218,23,4.826086956521739,72.08695652173913,56,4,52
A13LA82RVQ4OBM,Boris,20110827,24,4.583333333333333,24.875,43,6,37
A13MKSASQ6YWL7,B. Willis,20080202,44,3.727272727272727,328.90909090909093,1399,97,1302
A13O50D40K6XX1,Phoj,20110525,26,4.5,184.03846153846155,61,12,49
A13OUS97G7238Q,"L Richard Heward ""Published Author""",20100521,21,4.714285714285714,62.95238095238095,12,3,9
A13PD0PF0KAAUO,"S. Lee ""S L""",20070326,26,3.923076923076923,311.53846153846155,92,15,77
A13PJOSPMW65CW,"nokia6230 ""nokia6230""",20030101,21,3.6666666666666665,256.6190476190476,284,33,251
A13PPLJUE2L3UU,"D. King ""wizird""",20091101,26,4.153846153846154,116.96153846153847,11,6,5
A13PT03EWR07XM,En P. Junction,20100720,25,3.96,263.76,294,21,273
A13QGI4AZOB64K,"Amazon Customer ""Animaleyez""",20080828,24,4.75,142.70833333333334,21,5,16
A13QOK3SKIT9QL,"J. L. Sanchez ""Arnold C.""",20060308,38,3.8421052631578947,49.3421052631579,43,19,24
A13SAVYJLEH4D1,J. R. Murphy,20110920,23,4.782608695652174,38.95652173913044,5,0,5
A13SV7V95KQBXQ,"mz&#335;ni&#257;n ""Being an Earthling, Livi...",20070108,27,4.2592592592592595,148.74074074074073,77,45,32
A13T0V3LHOTHDL,"E. Treants ""tree""",20070626,39,4.333333333333333,127.94871794871794,135,8,127
A13T2XWEGL7DU7,"Stuart Sweetow ""sweetow""",20070618,32,3.53125,69.15625,46,13,33
A13T4T3QOSII3I,Playgolfandtennis,20101217,24,4.541666666666667,49.25,10,2,8
A13TRW12RTM5GR,G. Barber,20080527,30,4.6,47.333333333333336,4,1,3
A13U975DFXBU44,Knits in Tardis,20110824,28,4.071428571428571,432.0357142857143,98,18,80
A13UDAIB4TYB0C,Dean Robinson,20020702,36,3.4444444444444446,128.58333333333334,129,46,83
A13UX3ONE34JJK,Blaise170,20120519,31,3.967741935483871,96.25806451612904,19,5,14
A13VY0ZQM7QBAJ,"H. Chen ""Black Rice - Born To Dye""",20090115,38,4.0,194.73684210526315,92,10,82
A13WBUX01Q4D35,adammb,20090324,23,4.6521739130434785,69.0,52,26,26
A13WOT3RSXKRD5,LD,20110512,74,4.648648648648648,236.52702702702703,355,34,321
A13WREJ05GMRA6,Cosmic Jester,20120104,54,3.7222222222222223,45.092592592592595,10,4,6
A13X3KB8XPS0ZX,azezal,20061102,27,1.5925925925925926,90.44444444444444,102,172,-70
A13X7XBBT1DN8U,KB,20060206,30,4.2,122.26666666666667,115,25,90
A13XP8Y6A33IVB,Bronco628,20110827,26,4.730769230769231,45.38461538461539,15,7,8
A13XQPWNCS2CHP,"S. E. Weatherby ""weterb""",20060317,22,4.636363636363637,46.86363636363637,21,7,14
A13Y53J8CAJL6A,"Todd ""Todd""",20080227,24,4.416666666666667,354.0416666666667,780,27,753
A13YHP6GYXZAEX,Canon54,20100918,32,4.78125,52.71875,14,4,10
A13Z96HR8EEF24,Terry L,20100324,40,3.825,103.375,314,59,255
A13ZQEG6DSUW3H,newlinux,20130102,38,4.157894736842105,62.44736842105263,10,0,10
A140X1CP9DZMWF,M. Swift,20080803,24,4.25,125.95833333333333,49,11,38
A1413HQ9UF22C5,Phantom Server,20121212,26,4.576923076923077,89.5,21,8,13
A1414YWW0VUQCJ,"Matthew Morse ""Matthew""",20100428,26,4.153846153846154,268.2307692307692,120,16,104
A141OPVE376YFI,Paul Gifford,20040408,63,4.587301587301587,284.8095238095238,856,67,789
A141R97FHSSUQ0,skrishna,20080906,53,4.39622641509434,188.8490566037736,518,48,470
A141W8WHW9AC3H,"Nelly ""Vision Teacher""",20060120,37,3.4324324324324325,218.1891891891892,170,25,145
A1430AS4J7BMTY,"Kevin Dorff ""kdorff""",20050726,23,4.3478260869565215,147.7391304347826,267,6,261
A1435P5AMCPB3X,"Concerned One ""Thrashfan""",20060614,54,4.444444444444445,210.14814814814815,252,14,238
A1437CAM9CNC1E,"Kate August ""Bookdweller""",20100723,46,3.9347826086956523,98.26086956521739,23,18,5
A143KG9R30OIX7,Miss D,20100209,21,4.0,152.9047619047619,30,10,20
A143LJ4G2OPP7T,"Ken C ""kenjunior""",20120629,26,4.384615384615385,54.73076923076923,5,2,3
A144FHU3VKL4P9,Thomas Centofanti,20081228,24,4.791666666666667,34.583333333333336,2,5,-3
A145B8OHVNNFAJ,Steward Willons,20070118,66,4.287878787878788,478.45454545454544,788,112,676
A145K6RGUUMAEO,Uz,20111126,45,4.333333333333333,39.15555555555556,8,5,3
A145LBW8ZHF0TW,"Tough Customer ""Tough Customer""",20081017,46,4.1521739130434785,118.21739130434783,123,26,97
A146CA37V0450V,ken,20120212,42,4.285714285714286,185.5,23,7,16
A146H6A41B26QT,"J. Marren ""jtm497""",20050120,23,4.391304347826087,131.91304347826087,110,22,88
A14738H3YYX7ZC,John Popp,20100608,30,4.566666666666666,103.63333333333334,25,9,16
A148F4ZOSD82OW,SirPasta117,20130312,28,3.857142857142857,120.78571428571429,12,2,10
A1497ZP3YIUJRL,Jose M. Garcia,20110621,23,3.4347826086956523,66.21739130434783,10,12,-2
A149RNR5RH19YY,matt.mingkee,20030719,114,4.008771929824562,157.42105263157896,677,182,495
A14AA0VMT21EB2,oldseagull,20070506,24,4.791666666666667,80.33333333333333,132,10,122
A14AGGUYZMJX3S,matt1234,20110925,23,4.6521739130434785,167.2173913043478,39,3,36
A14ANXXFV8JUWY,"BuyItOnce ""Just_Slightly_Geeky""",20130731,40,4.125,225.2,135,13,122
A14DNCG5WHM86Z,Jennifer,20061106,43,3.441860465116279,232.72093023255815,421,45,376
